seqnames,start,end,width,strand,readthrough,tss_anti.ind,tss_anti.gene_id,tss_anti.gene_name,gene_body_anti.ind,gene_body_anti.gene_id,gene_body_anti.gene_name,tss.ind,tss.gene_id,tss.gene_name,antisense.ind,antisense.gene_id,antisense.gene_name,anti_unique_id,nearest.tss.dist,antisense.type,noncode_id,lincpedia_id,Fantom_distance,Fantom_ID,Fantom_set,Fantom_biotype,Fantom_type,Fantom_trait,max.cor,cluster,Rutkowski_FoursU_mock_GSM1444171_GSM1444185 ,Rutkowski_FoursU_1hpi_GSM1444172_GSM1444186 ,Rutkowski_FoursU_2hpi_GSM1444173_GSM1444187 ,Rutkowski_FoursU_3hpi_GSM1444174_GSM1444188 ,Rutkowski_FoursU_4hpi_GSM1444175_GSM1444189 ,Rutkowski_FoursU_5hpi_GSM1444176_GSM1444190 ,Rutkowski_FoursU_6hpi_GSM1444177_GSM1444191 ,Rutkowski_FoursU_7hpi_GSM1444178_GSM1444192 ,Rutkowski_FoursU_8hpi_GSM1444179_GSM1444193 ,Rutkowski_RNAseq_mock_GSM1444166_GSM1444180 ,Rutkowski_RNAseq_2hpi_GSM1444167_GSM1444181 ,Rutkowski_RNAseq_4hpi_GSM1444168_GSM1444182 ,Rutkowski_RNAseq_6hpi_GSM1444169_GSM1444183 ,Rutkowski_RNAseq_8hpi_GSM1444170_GSM1444184 ,Breuer_VZV_mock_ERS317032_ERS317034,Breuer_VZV_120hpi_ERS317041_ERS317029,Tirosh_CMV_mock_GSM1712278,Tirosh_CMV_5hpi_GSM1712281,Tirosh_CMV_12hpi_GSM1712282,Tirosh_CMV_24hpi_GSM1712283,Tirosh_CMV_72hpi_GSM1712284,Schlackow_tss.Total.mNET_mock_GSM2357382,Schlackow_tss.TotalsiEX3.mNET_mock_GSM2241322_GSM2357383,Schlackow_tss.TotalsiLuc.mNET_mock_GSM2241321_GSM2357384,WI38-polyA-stranded_0h,WI38-polyA-stranded_4h,WI38-polyA-stranded_9h,WI38-polyA-stranded_15h,RZ-HeLa_EYFP,RZ-HeLa_EYFP-ICP4,polyA-HeLa_wtHeLa-0h,polyA-HeLa_wtHeLa-2h,polyA-HeLa_wtHeLa-4h,polyA-HeLa_wtHeLa-6h,polyA-HeLa_mut56D2-0h,polyA-HeLa_mut56D2-2h,polyA-HeLa_mut56D2-4h,polyA-HeLa_mut56D2-6h,polyA-HeLa_mut59F8-0h,polyA-HeLa_mut59F8-2h,polyA-HeLa_mut59F8-4h,polyA-HeLa_mut59F8-6h
chr20,36156321,36158440,2120,+,FALSE,TRUE,ENSG00000166619,BLCAP,TRUE,ENSG00000166619,BLCAP,FALSE,None,None,FALSE,None,None,Anti011896,11,Convergent,None,None,6668,ENSG00000053438.7,lv4_stringent,coding,coding_mRNA,__na,-0.5,10,4.48,4.01,4.655,5.7,4.81,5.66,5.18,5.785,6.105,4.035,5.02,6.05,4.955,4.69,0,4.485,0,0,4.83,5.79,5.58,5.27,4.07,0,0,0,1.32,1.33,5.28,4.31,3.59,2.93,1.25,3.385,3.255,3.14,1.23,3.05,2.205,2.945,2.945,3.745
chr20,37075276,37084733,9458,+,FALSE,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000174365,SNHG11,FALSE,None,None,Anti011900,-12634,None,NONHSAT188715.1,lnc-RALGAPB-1,38,ENSG00000174365.15,lv4_stringent,nonCoding,lncRNA_intergenic,__na,NA,4,6.775,6.51,6.915,6.83,6.57,6.085,5.48,5.06,4.25,6.875,7.335,7.495,7.05,7.295,6.64,5.97,8.81,8.15,8,9.42,7.74,5.27,5.43,0,6.235,5.265,5.155,2.605,7.2,7.22,6.955,7.025,7.785,8.145,7.18,7.69,7.91,7.98,7.975,7.655,8.09,8.355
chr20,40161709,40163990,2282,+,FALSE,TRUE,ENSG00000124177,CHD6,TRUE,ENSG00000124177,CHD6,FALSE,None,None,FALSE,None,None,Anti011907,214,Convergent,None,None,143,CATG00000053284.1,lv3_robust,nonCoding,lncRNA_divergent,__na,0.952380952,1,6.295,6.685,6.39,6.03,6.3,5.8,4.725,5.745,5.665,6.78,7.635,7.12,7.05,7.065,6.53,5.3,0,0,0,0,0,7.82,6.905,6.87,5.92,6.245,5.56,4.94,5.86,6.39,3.65,4.28,3.805,4.775,4.62,4.21,5.17,5.595,4.81,3.31,4.59,5.23
chr20,45944803,45947132,2330,+,FALSE,FALSE,None,None,TRUE,ENSG00000101040,ZMYND8,FALSE,None,None,FALSE,None,None,Anti011923,-1466,Divergent,None,None,2444,ENSG00000267882.1,lv4_stringent,coding,coding_mRNA,__na,0.523809524,2,3.275,4.905,5.18,3.71,3.39,4.07,4.15,3.34,4.38,5.015,5.905,5.505,6.195,6.13,3.825,2.515,0,2.68,4.7,4.02,2.19,0,2.79,0,1.185,0,1.27,0,0,2.4,0,1.89,1.195,0,1.15,0,0,0,0,0,1.2,0
chr20,52355243,52360185,4943,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011935,62613,None,NONHSAT188965.1,lnc-TSHZ2-11,20,CATG00000053680.1,lv4_stringent,nonCoding,lncRNA_intergenic,__na,NA,8,4.35,4.79,4.81,2.745,2.52,1.875,0.755,0,2.795,4.63,5.07,3.015,0.835,3.105,0,0,2.96,1.82,0,1.48,1.42,0,0,0,0,0.8,0.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr20,55116544,55152618,36075,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011940,-15562,None,NONHSAT189002.1,None,8210,ENSG00000213714.1,lv3_robust,coding,coding_mRNA,GWAS_DOID_9970_obesity[6.00E-06],NA,9,0,0.175,0.17,0.33,0.48,1.91,2.725,4.22,5.375,0,0.2,0.885,1.715,3.795,0.185,1.265,1.66,3.76,1.53,1.16,0.94,0,0,0,0.17,0,0,0,0.64,0,0,0,0.175,0,0,0.165,0,0,0.17,0,0,0
chr20,57606166,57676764,70599,+,FALSE,FALSE,None,None,TRUE,ENSG00000124172,ATP5E,FALSE,None,None,FALSE,None,None,Anti011950,1180,Convergent,None,None,775,ENSG00000101162.3,lv4_stringent,nonCoding,coding_mRNA,GWAS_HP_0011869_Abnormal_platelet_function[9.00E-09],-0.976190476,9,0,0.28,0.625,1.15,1.315,1.86,2.795,3.97,4.78,0.695,1.485,1.485,2.985,3.24,6.95,6.185,0.56,0.44,0.63,0.59,0.16,11.36,11.33,11.42,5.885,5.425,3.735,2.605,3.94,3.68,1.45,1.03,1.13,0.625,1.16,1.595,0.96,1.1,1.335,1.615,1.13,1.04
chr20,61425972,61427804,1833,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011957,67142,None,None,None,52,ENSG00000101189.5,lv4_stringent,coding,coding_mRNA,__na,NA,2,5.1,4.34,5.945,6.825,5.545,6.125,4.675,4.875,4.995,3.78,5.745,6.71,5.495,6.15,0,5.115,4.27,4.43,6.74,7.09,5.79,6.83,5.92,0,0,2.7,3.99,1.42,6.92,6.27,3.785,4.575,4.58,5.08,3.715,3.96,4.26,3.705,5.135,2.405,5.14,5
chr20,61510652,61513044,2393,+,FALSE,FALSE,None,None,TRUE,ENSG00000101191,DIDO1,FALSE,None,None,FALSE,None,None,Anti011958,-6223,Divergent,None,None,1938,CATG00000053963.1,lv1_raw,nonCoding,NA,NA,0.166666667,8,5.565,5.005,4.125,2.305,2.325,1.845,2.96,2.625,4.345,4.335,3.44,2.97,3.185,4.94,5.93,8.07,0,0,0,0,0,9.04,9.485,10.13,7.66,8.515,5.34,4.945,5.56,5.67,2.035,0,1.605,0,3.14,3.6,3.005,1.24,4.935,2.455,3.405,2.455
chr20,61568511,61569470,960,+,FALSE,TRUE,ENSG00000101191,DIDO1,TRUE,ENSG00000101191,DIDO1,TRUE,ENSG00000101193,GID8,FALSE,None,None,Anti011959,762,Convergent,None,None,365,ENSG00000101193.6,lv4_stringent,nonCoding,coding_mRNA,GWAS_DOID_9255_frontotemporal_dementia[2.00E-16],0.833333333,4,6.79,7.19,6.89,7.645,6.685,6.445,5.25,5.295,5.185,6.49,6.455,7.125,5.35,6.45,6.46,7.085,8.07,9.33,10,9.19,6.71,11.49,12.18,11.13,5.57,5.625,4.595,2.305,6.4,6.2,4.56,3.495,5.195,5.68,5.96,5.12,5.3,5.685,4.285,5.69,6.215,5.8
chr20,61809057,61822558,13502,+,FALSE,FALSE,None,None,TRUE,ENSG00000231977,RP5-963E22.4,TRUE,ENSG00000207598,MIR124-3,FALSE,None,None,Anti011962,3197,Convergent,None,None,122,ENSG00000207598.1,lv3_robust,nonCoding,small_RNA,__na,0.577350269,3,0,0,0.78,4.985,5.61,5.445,4.3,3.355,2.89,0.445,0.46,5.835,4.72,2.005,1.93,0.755,0,0,0,0,0.69,0,0,0,0,0.66,0.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr20,61847724,61853413,5690,+,FALSE,TRUE,ENSG00000149658,YTHDF1,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011963,-137,Divergent,NONHSAT189149.1,None,48,CATG00000053973.1,lv4_stringent,nonCoding,uncertain_coding,GWAS_DOID_162_cancer[2.00E-06],0.857142857,4,4.34,4.08,4.515,5.03,4.345,4.04,3.35,3.72,1.885,3.45,3.57,5.055,3.495,2.25,2.135,2.41,5.64,4.22,4.03,5.95,5.23,5.27,7.195,0,1.07,1.09,0,0,4.95,4.46,4.705,3.975,2.67,2.745,3.55,2.165,3.755,2.145,4.835,3.45,3.67,3.89
chr20,62257711,62266461,8751,+,FALSE,TRUE,ENSG00000101216,GMEB2,TRUE,ENSG00000101216,GMEB2,FALSE,None,None,TRUE,ENSG00000232442,CTD-3184A7.4,Anti011966,682,Convergent,None,None,498,ENSG00000232442.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.738095238,2,5.725,5.7,6.5,6.795,6.28,5.735,5.27,4.52,4.955,3.76,5.35,5.49,5.1,3.64,5.895,5.635,7.58,5.55,6.08,6.87,5.88,12.48,13.39,12.77,3.335,4.185,4.41,2.755,7.17,6.21,5.915,6.29,7.455,8.27,6.61,7.065,8.235,8.59,7.1,6.01,7.715,8.4
chr20,62448194,62451393,3200,+,FALSE,FALSE,None,None,TRUE,ENSG00000130584,ZBTB46,FALSE,None,None,FALSE,None,None,Anti011969,14372,Internal,NONHSAT080941.2,None,8769,ENSG00000231208.4,lv3_robust,nonCoding,lncRNA_antisense,__na,-0.80952381,5,2.47,0,1.41,3.82,3.315,4.67,4.02,5.325,5.895,1.095,1.125,5.325,5.5,6.88,0,3.075,2.17,0,0,1.91,0,0,0,0,0,1.03,0,3.52,2.05,2.04,0,0,2.02,4.68,0.96,0.99,3.465,3.675,1.06,1.02,1.43,3.205
chr20,318174,328273,10100,-,FALSE,TRUE,ENSG00000125841,NRSN2,TRUE,ENSG00000125841,NRSN2,FALSE,None,None,TRUE,ENSG00000225377,RP5-1103G7.4,Anti011975,508,Convergent,NONHSAT189181.1,lnc-C20orf96-2,89,ENSG00000225377.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.952380952,8,6.5,6.47,6.57,6.115,4.965,4.56,4.115,3.6,3.955,5.22,6.31,5.845,4.155,3.365,5.615,5.18,7.2,3.99,5.27,6,4.19,0,0,0,2.7,1.79,1.755,0.54,2.99,3.79,4.04,3.165,3.78,3.135,4.4,3.15,3.93,4.125,4.29,3.83,4.44,4.265
chr20,1220815,1223183,2369,-,FALSE,FALSE,None,None,TRUE,ENSG00000244588,RAD21L1,FALSE,None,None,FALSE,None,None,Anti011977,12061,Internal,None,None,22336,CATG00000054047.1,lv2_permissive,nonCoding,lncRNA_antisense,__na,-0.22754899,6,2.105,2.105,4.2,4.99,4.385,4.75,4.68,5.355,5.455,4.54,6.125,6.585,6.725,7.16,0,0,0,0,0,2.24,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr20,1855722,1875140,19419,-,FALSE,TRUE,ENSG00000198053,SIRPA,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011982,-13,Divergent,None,None,243,ENSG00000230839.1,lv3_robust,nonCoding,lncRNA_divergent,GWAS_DOID_14227_azoospermia[4.28E-10],0.904761905,7,7.05,6.91,6.73,5.965,4.765,4.265,3.6,3.67,4.235,5.5,6.65,4.6,3.765,2.305,3.785,3.505,7.49,4.4,4.86,6.04,5.01,7.56,8.985,7.6,1.165,0.515,1.105,1.28,0.6,0,0.285,0.295,0.295,0,0.47,0,0,0,0.5,0.3,0,0
chr20,2611511,2633111,21601,-,FALSE,TRUE,ENSG00000101361:ENSG00000221062,NOP56:MIR1292,TRUE,ENSG00000101361,NOP56,FALSE,None,None,FALSE,None,None,Anti011984,-166,Divergent,None,None,0,CATG00000054079.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_9352_type_2_diabetes_mellitus[0.0000018],0.790433333,8,5.76,5.865,5.82,5.195,4.625,3.845,3.18,3.455,3.835,4.915,6.24,4.955,4.015,3.54,2.19,4.095,5.44,1.73,2.95,4.31,3.18,10.36,10.68,10.13,0.93,0.75,0.81,0.3,3.76,2.9,2.875,2.705,1.985,1.45,2.54,3.065,2.025,1.75,2.955,2.425,2.335,1.315
chr20,3020997,3051953,30957,-,FALSE,TRUE,ENSG00000101405,OXT,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011986,-312,Divergent,NONHSAT078211.2,None,972,CATG00000054101.1,lv4_stringent,nonCoding,coding_mRNA,__na,-0.08247861,4,4.4,4.79,4.2,4.115,3.465,2.985,2.28,2.025,3.14,3.64,4.23,3.71,2.48,2.255,5.98,6.21,4.88,2.82,2.34,1.95,2.54,0,0,0,5.29,4.925,4.28,2.915,1.71,0.4,0,0,0.2,0.535,0.46,0.19,0.195,0.6,0.89,0.36,0.2,0.725
chr20,3781266,3792373,11108,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011993,-8804,Divergent,NONHSAT078249.2,lnc-CENPB-1,6,CATG00000054111.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,NA,8,5.425,5.495,5.22,4.72,3.81,3.29,2.19,3.49,4.225,5.115,5.865,4.875,3.93,3.675,9.135,8.23,5.22,1.71,3.15,3.7,2.64,9.98,9.895,10.02,9.14,8.44,6.85,5.575,3.33,3.18,0.725,1.475,1.55,1.61,1.6,2.495,1.995,0.985,2.225,2.37,2.165,1.915
chr20,3797405,3800765,3361,-,FALSE,TRUE,ENSG00000125843,AP5S1,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011994,-412,Divergent,NONHSAT190009.1,None,63,CATG00000054112.1,lv3_robust,nonCoding,lncRNA_divergent,__na,0.714285714,2,3.855,4.23,4.72,4.605,4.475,3.405,3.54,3.78,4.085,4.255,5.3,4.345,3.515,4.535,1.425,3.295,2.93,2.24,3.27,2.65,2.57,10.18,9.92,10.79,0,1,0,0,0,1.99,0,0,0,0,0.95,0,0,0,0,0,0,0
chr20,3847991,3870068,22078,-,FALSE,TRUE,ENSG00000125779,PANK2,TRUE,ENSG00000125779,PANK2,FALSE,None,None,TRUE,ENSG00000229539,RP11-119B16.2,Anti011995,5,Convergent,None,None,247,ENSG00000229539.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.833333333,4,5.205,5.46,5.08,5,4.335,4.155,3.485,4.135,5.005,4.34,4.97,4.54,3.905,4.09,8.375,7.92,9.18,8.25,8.07,8.19,7.49,12.93,14.79,13.88,8.16,7.52,5.34,3.685,3.57,2.96,2.95,3.025,3.02,2.665,2.565,2.45,2.405,2.725,3.175,2.44,2.87,2.72
chr20,18265893,18268801,2909,-,FALSE,TRUE,ENSG00000125846,ZNF133,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti012007,-319,Divergent,NONHSAT189401.1,None,26,CATG00000054388.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.761904762,2,3.86,4.68,4.87,4.55,4.99,3.92,3.58,3.395,3.09,2.995,5.195,5.545,4.16,3.515,0,2.475,3.12,2.41,2.94,0,0,5.27,6.41,5.31,0,0,0,0,2.15,2.15,0,0,0,0,0,0,0,0,1.53,0,0,0
chr20,21279122,21284192,5071,-,FALSE,TRUE,ENSG00000088930,XRN2,TRUE,ENSG00000088930,XRN2,FALSE,None,None,FALSE,None,None,Anti012009,208,Convergent,NONHSAT189439.1,None,156,CATG00000054434.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,-0.452380952,10,4.635,5.035,5.08,5.435,4.9,5.19,4.905,5.6,5.735,4.49,5.98,6.5,6.02,4.98,5.445,4.91,6.88,6.99,7.45,6.99,6.51,13.55,14.855,14.1,3.08,3.7,3.665,1.22,4.74,5.81,2.675,3.4,2.165,2.08,1.835,2.23,2.91,2.025,3.55,2.72,0.785,3.24
chr20,25223340,25228535,5196,-,FALSE,TRUE,ENSG00000100994,PYGB,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti012014,-169,Divergent,None,None,41,CATG00000054531.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_409_liver_disease[7.00E-10],0.976190476,4,4.695,4.905,5.18,5.89,4.455,4.28,2.975,3.12,2.085,3.895,5.195,5.355,3.975,3.395,4.61,6.77,5.83,2.54,3.61,3.87,3.94,5.27,3.625,6.87,3.085,2.95,1.205,0,3.41,3.4,3.21,3.825,2.505,1.67,0.725,1.34,0.75,0,2.185,1.925,0.765,2.68
chr20,26186758,26189133,2376,-,FALSE,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000227195,MIR663A,FALSE,None,None,Anti012019,17507,None,NONHSAT189554.1,None,28,ENSG00000227195.4,lv4_stringent,nonCoding,lncRNA_intergenic,__na,NA,4,15.415,15.26,14.865,14.53,14.11,14.305,13.455,14.63,15.02,10.26,10.59,10.59,9.87,10.99,4.545,8.72,13.7,14.46,14.28,14.95,15.32,6.83,7.86,6.87,1.175,6.89,8.525,6.165,9.43,9.08,1.16,0,0,1.265,1.125,0,0,4.81,2.28,1.185,1.19,1.665
chr20,30129559,30135117,5559,-,FALSE,TRUE,ENSG00000101898:ENSG00000101294,RP3-324O17.4:HM13,TRUE,ENSG00000101294,HM13,FALSE,None,None,FALSE,None,None,Anti012020,-67,Divergent,None,None,6,CATG00000054569.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_HP_0001877_Abnormality_of_erythrocytes[5.04E-07],0.166666667,4,4.96,4.475,4.385,4.025,3.26,3.72,2.655,3.98,4.56,4.12,4.595,4.615,4.06,3.205,6.645,7.13,3.17,1.7,1.46,4.08,2.8,10.09,11.085,10.59,7.02,7.225,6.115,3.92,3.77,4.1,2.385,2.425,1.83,0.805,1.055,2.54,1.075,1.925,2.46,2.075,1.095,2.48
chr20,30178903,30192949,14047,-,FALSE,TRUE,ENSG00000125968,ID1,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti012021,-136,Divergent,None,None,31,CATG00000054570.1,lv4_stringent,coding,coding_mRNA,GWAS_HP_0001877_Abnormality_of_erythrocytes[5.04E-07],0.80952381,8,6.115,6.295,6.11,5.3,4.415,3.885,3.2,3.625,3.99,4.525,5.785,4.45,4.125,2.02,0.4,3.865,4.08,2.67,3.67,3.63,2.18,12.05,12.975,13.48,0,0.64,0.875,0.85,2.4,2.88,0.745,1.015,2.525,1.47,0,1.405,1.24,1.28,1.05,1.455,1.48,1.99
chr20,30322861,30326904,4044,-,FALSE,TRUE,ENSG00000088325,TPX2,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti012022,-169,Divergent,NONHSAT189565.1,lnc-BCL2L1-1,9,CATG00000054576.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_HP_0001877_Abnormality_of_erythrocytes[7.51E-07],0.785714286,8,4.985,3.73,4.775,4.175,3.22,3.275,2.525,2.99,4.07,3.44,4.485,3.445,3.13,4.055,2.72,2.095,1.91,2.85,2.54,1.67,4.68,7.56,8.685,8.86,0,0,0,0,2.58,2.57,3.385,2.17,1.53,2.73,2.325,0.865,0.875,1.33,1.52,2.425,2.175,1.33
chr20,30841972,30945719,103748,-,FALSE,TRUE,ENSG00000171456,ASXL1,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti012026,-435,Divergent,None,None,53,CATG00000054593.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_0050589_inflammatory_bowel_disease[6.00E-10],-0.934148484,5,1.265,1.115,1.115,0.895,1.455,2.04,2.255,3.665,4.73,1.065,1.68,1.94,2.33,3.12,5.475,5.22,4.35,3.37,3.6,4.05,3.36,9.87,10.715,10.18,6,6.035,5.075,4.025,0.9,1.11,0.975,1.15,0.59,0.99,0.905,0.575,0.755,0.705,0.795,0.82,0.515,0.67
chr20,37053980,37064026,10047,-,FALSE,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000196756,SNHG17,FALSE,None,None,Anti012053,-6652,Divergent,None,None,54,ENSG00000196756.7,lv4_stringent,nonCoding,lncRNA_intergenic,__na,NA,8,8.58,8.875,8.475,8.265,7.36,6.64,5.81,5.32,5.09,10.765,11.585,11.42,11.14,11.81,7.33,6.66,9.66,9.65,10.21,10.68,9.39,7.24,8.225,6.29,5.4,5.63,5.05,4.04,12.28,11.83,8.535,8.95,8.645,8.265,8.61,9.07,8.555,8.125,9.7,9.145,8.945,8.735
chr20,39546021,39657630,111610,-,FALSE,TRUE,ENSG00000198900,TOP1,TRUE,ENSG00000198900,TOP1,FALSE,None,None,FALSE,None,None,Anti012055,171,Convergent,None,None,280,CATG00000054839.1,lv3_robust,nonCoding,lncRNA_divergent,GWAS_DOID_1936_atherosclerosis[5.00E-18],-0.404761905,10,2.365,2.975,2.32,2.505,2.325,2.5,2.54,3.61,4.635,1.465,2.22,2.265,2.29,2.545,1.455,1.945,3.45,2.3,1.74,2.06,0.53,14.7,15.575,14.71,3.555,3.49,1.8,1.13,1.06,1.23,1.455,2.585,1.44,1.17,2.165,3.35,1.945,1.645,2.02,3.525,2.065,1.77
chr20,42079624,42086918,7295,-,FALSE,TRUE,ENSG00000124193,SRSF6,TRUE,ENSG00000124193,SRSF6,FALSE,None,None,FALSE,None,None,Anti012058,349,Convergent,None,None,25,CATG00000054884.1,lv3_robust,nonCoding,lncRNA_divergent,__na,-0.380952381,6,1.17,1.805,2.26,4.77,4.535,3.655,3.625,3.925,3.94,2.11,2.08,4.955,4.45,2.605,4.525,5.23,4.98,4.04,3.84,5.08,2.97,14.58,15.06,14.81,5.19,5.44,4.57,3.89,3.41,2.69,0.6,0.62,0.945,1.355,1.485,0.595,0.925,0.66,0,0.62,1.24,0.655
chr20,44551079,44563717,12639,-,FALSE,TRUE,ENSG00000100982,PCIF1,TRUE,ENSG00000100982,PCIF1,FALSE,None,None,FALSE,None,None,Anti012071,449,Convergent,None,None,6,CATG00000054942.1,lv4_stringent,nonCoding,uncertain_coding,PICS_PICS_0013_Celiac_disease[0],0.523809524,4,7.515,7.965,7.47,7.075,6.27,6.25,5.875,6.49,7.255,6.525,7.39,6.51,6.005,6.025,3.46,4.36,8.48,6.45,6.15,6.46,4.33,11.75,13.115,12.11,4.1,3.215,1.39,1.2,4.72,4.76,3.87,3.32,1.89,0,3.58,2.82,2.465,2.03,4.41,3.95,2.785,1.51
chr20,45985568,45989585,4018,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti012075,42338,None,None,None,16,CATG00000054976.1,lv4_stringent,nonCoding,lncRNA_intergenic,__na,NA,4,5.28,5.32,5.51,5.69,5.285,4.355,4.49,3.23,3.775,4.485,6.15,5.805,4.675,3.08,3.365,0,5.89,5.27,3.71,5.63,3.74,9.75,10.37,10.13,2.8,2.635,1.355,2.325,4.95,4.38,3.21,2.815,2.565,2.335,0.845,3.335,0.875,2.54,3.595,3.01,3.82,2.71
chr20,48796273,48807008,10736,-,FALSE,TRUE,ENSG00000172216,CEBPB,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti012081,-367,Divergent,NONHSAT189783.1,None,54,CATG00000055084.1,lv3_robust,coding,uncertain_coding,GWAS_EFO_0004574_total_cholesterol_measurement[3.82E-16],0.904761905,4,4.395,4.935,3.79,3.905,3.835,3.38,2.885,2.215,2.835,3.72,3.875,3.545,2.19,1.495,3.385,4.43,4.86,3.67,3.57,4.86,5.42,10.51,11.4,11.2,2.055,2.38,1.025,0.52,3.82,3.6,3.82,3.69,2.85,2.015,3.58,2.965,2.755,2.575,3.87,2.965,3.64,2.745
chr20,49106601,49109596,2996,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti012082,13291,None,None,None,3726,CATG00000055118.1,lv3_robust,nonCoding,lncRNA_intergenic,GWAS_DOID_1240_leukemia[2.42E-07],NA,10,3.475,2.13,2.055,4.315,1.445,3.345,3.88,4.58,4.945,3.115,3.755,5.21,5.365,6.405,0,2.845,0,0,2.08,1.98,2.71,0,2.79,5.31,0,0,0,1.125,2.95,3.46,2.07,1.72,3.115,1.13,3.265,2.455,2.47,1.11,3.68,3.64,2.97,2.615
chr20,55197900,55205880,7981,-,FALSE,TRUE,ENSG00000087510,TFAP2C,TRUE,ENSG00000087510,TFAP2C,FALSE,None,None,FALSE,None,None,Anti012087,-57,Divergent,None,None,1231,CATG00000055279.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.142857143,6,2.21,1.495,3.27,4.895,4.965,4.28,3.475,2.905,1.97,0,3.505,4.72,3.415,1.775,2.515,4.19,1.26,0,0,1.08,0,9.81,9.345,9.52,0,0.91,0,0,1.81,1.17,0,0,0,0,0,0,0,0,0,0,0,0
chr20,57221423,57227317,5895,-,FALSE,TRUE,ENSG00000124222:ENSG00000254995,STX16:STX16-NPEPL1,TRUE,ENSG00000124222:ENSG00000254995,STX16:STX16-NPEPL1,FALSE,None,None,FALSE,None,None,Anti012090,163,Convergent,None,None,61,CATG00000055334.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,NA,2,4.175,4.11,4.67,5.195,5.225,4.965,3.71,3.515,4.23,3.415,4.64,5.175,4.55,3.655,8.04,7.97,4.01,5.37,5.28,5.21,4.47,11.96,12.22,12.19,6.595,6.165,3.285,3.795,2.14,2.96,2.73,1.415,2.35,1.915,3.795,3.965,3.79,2.285,4.595,2.185,2.775,1.495
chr20,62135465,62151872,16408,-,FALSE,TRUE,ENSG00000125534,PPDPF,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti012105,-204,Divergent,NONHSAT080894.2,lnc-PTK6-1,93,ENSG00000101213.5,lv4_stringent,nonCoding,coding_mRNA,GWAS_DOID_5041_esophageal_cancer[4.78E-09],0.80952381,1,4.9,4.87,5.285,5.365,4.595,4.76,4.45,4,3.98,3.465,4.685,5.1,3.77,2.12,2.455,3.16,6.72,3.11,2.52,4.15,4.66,11.29,11.93,11.4,1.305,1.1,2.525,1.88,1.79,2.01,1.205,0.34,0.34,0.625,1.76,1.1,1.535,0.61,2.635,1.315,2.11,0.965
chr20,62359773,62368614,8842,-,FALSE,TRUE,ENSG00000203896,LIME1,TRUE,ENSG00000203896:ENSG00000273154,LIME1:RP4-583P15.15,FALSE,None,None,FALSE,None,None,Anti012108,-22,Divergent,None,None,897,CATG00000055466.1,lv2_permissive,nonCoding,NA,NA,0.547619048,6,2.15,2.23,2.81,4.565,4.185,4.505,3.245,3.33,3.685,0.595,1.15,3.89,2.02,1.84,6.705,7.65,4.12,2.74,2.43,1,0.96,8.04,8.755,7.6,6.875,7.145,7.2,5.25,1.09,1.7,0,0.54,1.39,1.735,1.315,1.04,1.57,1.12,1.275,0.85,0,1.46
